2024-04-06 13:36:31,140 - root - INFO - Namespace(agg_method='attn', attn_mode='prod', bs=1000, data='wikipedia', drop_out=0.1, gpu=1, lr=0.0003, n_degree=20, n_epoch=15, n_head=2, n_layer=1, n_neg=1, new_node=False, node_dim=None, prefix='wiki', time='time', time_dim=None, tune=False, uniform=True)
2024-04-06 13:36:31,285 - root - INFO - Training use all train data
2024-04-06 13:36:31,935 - module - INFO - Aggregation uses attention model
2024-04-06 13:36:31,951 - module - INFO - Using scaled prod attention
2024-04-06 13:36:31,952 - module - INFO - Using time encoding
2024-04-06 13:36:33,782 - root - DEBUG - num of training instances: 133853
2024-04-06 13:36:33,783 - root - DEBUG - num of batches per epoch: 134
2024-04-06 13:36:33,785 - root - INFO - loading saved TGAN model
2024-04-06 13:36:35,275 - root - INFO - TGAN models loaded
2024-04-06 13:36:35,275 - root - INFO - Start training node classification task
2024-04-06 13:36:41,607 - root - INFO - train auc: 0.7015, test auc: 0.6345
2024-04-06 13:36:41,607 - root - INFO - train f1: 0.0030, test f1: 0.003041260948475299
2024-04-06 13:36:41,607 - root - INFO - train ap: 0.0000, test ap: 0.0000
2024-04-06 13:36:47,329 - root - INFO - train auc: 0.7091, test auc: 0.6192
2024-04-06 13:36:47,329 - root - INFO - train f1: 0.0031, test f1: 0.00285834865977862
2024-04-06 13:36:47,329 - root - INFO - train ap: 0.0000, test ap: 0.0000
2024-04-06 13:36:53,029 - root - INFO - train auc: 0.7143, test auc: 0.6466
2024-04-06 13:36:53,029 - root - INFO - train f1: 0.0032, test f1: 0.0032198451703531776
2024-04-06 13:36:53,029 - root - INFO - train ap: 0.0000, test ap: 0.0000
2024-04-06 13:36:58,720 - root - INFO - train auc: 0.7064, test auc: 0.6231
2024-04-06 13:36:58,720 - root - INFO - train f1: 0.0033, test f1: 0.0031314506009332303
2024-04-06 13:36:58,720 - root - INFO - train ap: 0.0000, test ap: 0.0000
